CLAIM_ID,POLICY_ID,CUSTOMER_ID,STATE,LINE_OF_BUSINESS,BROKER_ID,CLAIM_TYPE,CLAIM_AMOUNT,CLAIM_STATUS,DATE_REPORTED,NOTES,DATE_RESOLVED,IS_CLOSED
C00371,P10227,CU1923,NY,Auto,Broker_3,Theft,10471.67,Open,2025-05-09 05:28:33.640701,Total loss due to fire,,0
C00372,P10699,CU1504,CA,Commercial,Broker_5,Theft,3921.31,Closed,2025-07-26 05:28:33.640705,Customer reported late,2025-08-04 05:28:33.640705,1
C00373,P10824,CU1499,CA,Life,Broker_6,Theft,1360.77,Closed,2025-01-29 05:28:33.640709,Adjuster flagged for review,2025-02-27 05:28:33.640709,1
C00374,P10482,CU1558,FL,Life,Broker_6,Theft,9522.13,Closed,2025-03-18 05:28:33.640712,Vehicle rear-ended,2025-03-31 05:28:33.640712,1
C00375,P10429,CU1987,NY,Commercial,Broker_10,Theft,4073.4,Closed,2024-11-26 05:28:33.640714,Total loss due to fire,2025-01-22 05:28:33.640714,1
C00376,P10021,CU1147,TX,Homeowners,Broker_8,Accident,1158.66,Denied,2025-07-08 05:28:33.640717,Adjuster flagged for review,,0
C00377,P10342,CU1400,CA,Commercial,Broker_6,Fire,4884.29,Closed,2024-12-26 05:28:33.640719,Customer reported late,2025-02-17 05:28:33.640719,1
C00378,P10039,CU1130,NY,Auto,Broker_6,Liability,2213.63,Closed,2025-02-17 05:28:33.640722,Customer reported late,2025-03-09 05:28:33.640722,1
C00379,P10172,CU1904,TX,Life,Broker_4,Fire,9302.51,Pending,2025-05-18 05:28:33.640724,Customer reported late,,0
C00380,P10438,CU1126,CA,Commercial,Broker_7,Theft,3019.27,Denied,2025-04-22 05:28:33.640726,Adjuster flagged for review,,0
C00381,P10178,CU1209,NY,Homeowners,Broker_8,Fire,6481.2,Closed,2025-03-25 05:28:33.640729,Theft with forced entry,2025-05-19 05:28:33.640729,1
C00382,P10597,CU1167,FL,Auto,Broker_3,Accident,502.07,Closed,2025-04-20 05:28:33.640731,Minor water damage,2025-06-11 05:28:33.640731,1
C00383,P10132,CU1057,CA,Auto,Broker_7,Flood,2521.11,Open,2025-02-07 05:28:33.640734,Total loss due to fire,,0
C00384,P10350,CU1114,CA,Life,Broker_3,Fire,20444.23,Closed,2025-02-13 05:28:33.640736,Minor water damage,2025-04-06 05:28:33.640736,1
C00385,P10524,CU1912,NY,Life,Broker_8,Liability,8263.3,Pending,2024-10-31 05:28:33.640738,Customer reported late,,0
C00386,P10539,CU1866,CA,Commercial,Broker_1,Accident,871.41,Closed,2025-06-05 05:28:33.640741,Minor water damage,2025-06-16 05:28:33.640741,1
C00387,P10505,CU1075,TX,Life,Broker_1,Flood,1627.02,Pending,2025-06-25 05:28:33.640743,Adjuster flagged for review,,0
C00388,P10083,CU1516,CA,Life,Broker_6,Accident,2001.01,Closed,2025-03-16 05:28:33.640746,Customer reported late,2025-05-03 05:28:33.640746,1
C00389,P10992,CU1276,IL,Auto,Broker_10,Theft,5254.34,Pending,2025-02-19 05:28:33.640748,Customer reported late,,0
C00390,P10463,CU1200,TX,Homeowners,Broker_9,Flood,7073.36,Closed,2024-08-06 05:28:33.640751,Vehicle rear-ended,2024-09-24 05:28:33.640751,1
C00391,P10829,CU1067,NY,Life,Broker_4,Liability,6922.01,Open,2025-07-07 05:28:33.640753,Vehicle rear-ended,,0
C00392,P10860,CU1603,TX,Homeowners,Broker_6,Flood,3565.46,Closed,2025-04-04 05:28:33.640755,Adjuster flagged for review,2025-05-04 05:28:33.640755,1
C00393,P10342,CU1400,IL,Commercial,Broker_5,Liability,8325.3,Open,2025-05-30 05:28:33.640758,Adjuster flagged for review,,0
C00394,P10279,CU1416,IL,Life,Broker_1,Theft,2873.07,Open,2025-03-10 05:28:33.640760,Minor water damage,,0
C00395,P10865,CU1908,CA,Commercial,Broker_6,Liability,661.26,Denied,2025-06-06 05:28:33.640763,Total loss due to fire,,0
C00396,P10262,CU1363,CA,Auto,Broker_9,Accident,4155.63,Open,2025-04-28 05:28:33.640765,Minor water damage,,0
C00397,P10165,CU1475,FL,Commercial,Broker_3,Fire,15214.26,Closed,2024-08-29 05:28:33.640767,Adjuster flagged for review,2024-10-04 05:28:33.640767,1
C00398,P10292,CU1175,TX,Auto,Broker_3,Accident,7875.03,Open,2025-05-25 05:28:33.640769,Total loss due to fire,,0
C00399,P10508,CU1853,FL,Life,Broker_2,Accident,4322.06,Open,2025-04-20 05:28:33.640772,Minor water damage,,0
C00400,P10579,CU1788,IL,Auto,Broker_4,Flood,5203.68,Pending,2025-06-07 05:28:33.640775,Theft with forced entry,,0
C00401,P10225,CU1161,CA,Commercial,Broker_10,Theft,13336.61,Closed,2024-11-16 05:28:33.640780,Theft with forced entry,2024-12-05 05:28:33.640780,1
C00402,P10169,CU1596,CA,Homeowners,Broker_3,Fire,2796.08,Closed,2025-01-31 05:28:33.640783,Total loss due to fire,2025-03-07 05:28:33.640783,1
C00403,P10597,CU1167,CA,Auto,Broker_2,Liability,2012.8,Closed,2024-08-07 05:28:33.640785,Vehicle rear-ended,2024-08-25 05:28:33.640785,1
C00404,P10644,CU1377,NY,Homeowners,Broker_1,Flood,18914.1,Closed,2025-04-07 05:28:33.640787,Total loss due to fire,2025-05-28 05:28:33.640787,1
C00405,P10447,CU1267,IL,Commercial,Broker_3,Theft,9955.07,Pending,2025-03-04 05:28:33.640790,Minor water damage,,0
C00406,P10689,CU1985,CA,Commercial,Broker_10,Fire,1950.74,Closed,2024-09-09 05:28:33.640792,Customer reported late,2024-10-21 05:28:33.640792,1
C00407,P10854,CU1299,IL,Auto,Broker_6,Accident,3116.06,Closed,2024-10-31 05:28:33.640796,Theft with forced entry,2024-12-11 05:28:33.640796,1
C00408,P10501,CU1347,CA,Auto,Broker_9,Theft,2681.38,Denied,2024-09-21 05:28:33.640799,Customer reported late,,0
C00409,P10763,CU1880,TX,Auto,Broker_5,Theft,807.28,Open,2025-02-25 05:28:33.640801,Theft with forced entry,,0
C00410,P10526,CU1779,IL,Life,Broker_3,Theft,15828.97,Closed,2025-01-01 05:28:33.640803,Minor water damage,2025-01-17 05:28:33.640803,1
C00411,P10734,CU1379,FL,Life,Broker_5,Accident,2590.19,Pending,2025-07-29 05:28:33.640806,Theft with forced entry,,0
C00412,P10378,CU1153,NY,Homeowners,Broker_5,Liability,10410.39,Closed,2024-12-06 05:28:33.640808,Total loss due to fire,2025-01-06 05:28:33.640808,1
C00413,P10200,CU1927,FL,Homeowners,Broker_5,Flood,1049.63,Denied,2024-12-11 05:28:33.640811,Customer reported late,,0
C00414,P10618,CU1173,IL,Auto,Broker_7,Liability,3968.94,Closed,2024-10-18 05:28:33.640813,Adjuster flagged for review,2024-11-06 05:28:33.640813,1
C00415,P10249,CU1476,CA,Auto,Broker_5,Fire,121.27,Denied,2025-07-22 05:28:33.640815,Customer reported late,,0
C00416,P10948,CU1603,IL,Homeowners,Broker_7,Flood,7224.29,Pending,2025-01-06 05:28:33.640818,Minor water damage,,0
C00417,P10408,CU1828,NY,Life,Broker_9,Fire,4348.39,Open,2025-04-25 05:28:33.640820,Adjuster flagged for review,,0
C00418,P10600,CU1331,IL,Life,Broker_5,Accident,4912.01,Open,2025-07-06 05:28:33.640822,Customer reported late,,0
C00419,P10124,CU1078,CA,Auto,Broker_2,Liability,265.53,Closed,2025-01-20 05:28:33.640825,Minor water damage,2025-02-03 05:28:33.640825,1
C00420,P10112,CU1276,FL,Life,Broker_5,Theft,1185.19,Closed,2025-02-18 05:28:33.640827,Vehicle rear-ended,2025-04-01 05:28:33.640827,1
C00421,P10980,CU1113,TX,Life,Broker_8,Flood,386.19,Open,2025-02-27 05:28:33.640830,Total loss due to fire,,0
C00422,P10136,CU1446,FL,Commercial,Broker_4,Theft,1704.81,Open,2025-02-07 05:28:33.640832,Theft with forced entry,,0
C00423,P10758,CU1478,CA,Homeowners,Broker_2,Fire,4936.77,Closed,2025-04-05 05:28:33.640834,Theft with forced entry,2025-05-11 05:28:33.640834,1
C00424,P10495,CU1504,CA,Auto,Broker_10,Theft,4175.7,Pending,2025-06-13 05:28:33.640837,Theft with forced entry,,0
C00425,P10677,CU1349,NY,Commercial,Broker_3,Theft,4735.68,Closed,2025-03-23 05:28:33.640839,Vehicle rear-ended,2025-05-21 05:28:33.640839,1
C00426,P10149,CU1435,IL,Commercial,Broker_9,Accident,3984.23,Closed,2025-04-03 05:28:33.640841,Total loss due to fire,2025-05-08 05:28:33.640841,1
C00427,P10874,CU1763,IL,Homeowners,Broker_9,Accident,1594.34,Open,2025-01-14 05:28:33.640844,Customer reported late,,0
C00428,P10342,CU1400,FL,Commercial,Broker_8,Liability,1401.93,Closed,2024-08-30 05:28:33.640846,Customer reported late,2024-10-22 05:28:33.640846,1
C00429,P10944,CU1948,TX,Auto,Broker_8,Fire,737.05,Open,2025-03-25 05:28:33.640848,Total loss due to fire,,0
C00430,P10579,CU1788,TX,Auto,Broker_8,Accident,9454.72,Open,2025-03-09 05:28:33.640851,Adjuster flagged for review,,0
C00431,P10732,CU1117,NY,Life,Broker_8,Accident,4791.81,Pending,2025-07-14 05:28:33.640853,Total loss due to fire,,0
C00432,P10782,CU1375,CA,Homeowners,Broker_8,Liability,1032.11,Pending,2024-10-05 05:28:33.640855,Theft with forced entry,,0
C00433,P10320,CU1967,NY,Auto,Broker_1,Flood,975.27,Open,2025-07-28 05:28:33.640858,Customer reported late,,0
C00434,P10821,CU1058,IL,Homeowners,Broker_6,Liability,10319.24,Open,2024-08-12 05:28:33.640860,Total loss due to fire,,0
C00435,P10925,CU1581,CA,Auto,Broker_9,Theft,6788.16,Closed,2025-02-18 05:28:33.640862,Customer reported late,2025-04-06 05:28:33.640862,1
C00436,P10860,CU1603,NY,Homeowners,Broker_8,Theft,5385.22,Closed,2024-08-18 05:28:33.640865,Total loss due to fire,2024-08-25 05:28:33.640865,1
C00437,P10531,CU1466,FL,Homeowners,Broker_3,Accident,2611.66,Open,2024-11-28 05:28:33.640867,Minor water damage,,0
C00438,P10288,CU1313,IL,Life,Broker_1,Accident,1518.89,Closed,2024-11-23 05:28:33.640869,Theft with forced entry,2025-01-06 05:28:33.640869,1
C00439,P10488,CU1604,TX,Auto,Broker_2,Liability,19424.66,Open,2025-03-03 05:28:33.640872,Total loss due to fire,,0
C00440,P10491,CU1532,NY,Auto,Broker_2,Liability,7978.65,Closed,2025-07-24 05:28:33.640874,Vehicle rear-ended,2025-09-15 05:28:33.640874,1
C00441,P10611,CU1102,IL,Auto,Broker_7,Fire,1796.1,Closed,2025-06-22 05:28:33.640876,Total loss due to fire,2025-07-16 05:28:33.640876,1
C00442,P10251,CU1371,IL,Life,Broker_6,Theft,9405.08,Closed,2025-04-14 05:28:33.640879,Minor water damage,2025-05-06 05:28:33.640879,1
C00443,P10981,CU1479,TX,Auto,Broker_2,Liability,7113.38,Closed,2025-06-08 05:28:33.640881,Vehicle rear-ended,2025-06-30 05:28:33.640881,1
C00444,P10076,CU1965,TX,Life,Broker_8,Flood,1762.56,Pending,2024-10-12 05:28:33.640883,Vehicle rear-ended,,0
C00445,P10646,CU1654,TX,Auto,Broker_9,Fire,2780.45,Pending,2024-09-10 05:28:33.640886,Total loss due to fire,,0
C00446,P10391,CU1979,NY,Homeowners,Broker_7,Liability,1028.69,Open,2025-06-05 05:28:33.640888,Minor water damage,,0
C00447,P10411,CU1464,TX,Auto,Broker_4,Accident,588.59,Open,2024-10-22 05:28:33.640890,Vehicle rear-ended,,0
C00448,P10172,CU1904,FL,Life,Broker_1,Liability,6414.4,Closed,2025-01-16 05:28:33.640893,Theft with forced entry,2025-02-25 05:28:33.640893,1
C00449,P10874,CU1763,IL,Homeowners,Broker_4,Accident,1556.54,Open,2024-09-02 05:28:33.640895,Adjuster flagged for review,,0
C00450,P10200,CU1927,TX,Homeowners,Broker_4,Accident,8575.64,Closed,2025-05-02 05:28:33.640898,Theft with forced entry,2025-06-27 05:28:33.640898,1
C00451,P10216,CU1886,IL,Commercial,Broker_8,Theft,27140.66,Closed,2025-02-15 05:28:33.640900,Customer reported late,2025-04-10 05:28:33.640900,1
C00452,P10375,CU1423,CA,Life,Broker_4,Theft,398.57,Closed,2025-04-07 05:28:33.640902,Customer reported late,2025-05-19 05:28:33.640902,1
C00453,P10719,CU1450,CA,Homeowners,Broker_4,Liability,3203.11,Closed,2025-06-02 05:28:33.640904,Minor water damage,2025-06-29 05:28:33.640904,1
C00454,P10585,CU1550,TX,Homeowners,Broker_2,Liability,8099.02,Closed,2025-05-10 05:28:33.640907,Vehicle rear-ended,2025-07-01 05:28:33.640907,1
C00455,P10010,CU1689,IL,Life,Broker_10,Flood,7778.32,Pending,2025-01-05 05:28:33.640909,Theft with forced entry,,0
C00456,P10798,CU1261,CA,Commercial,Broker_7,Fire,7135.52,Open,2024-08-31 05:28:33.640912,Theft with forced entry,,0
C00457,P10767,CU1391,TX,Commercial,Broker_4,Fire,2146.19,Closed,2024-09-10 05:28:33.640935,Adjuster flagged for review,2024-10-22 05:28:33.640935,1
C00458,P10011,CU1928,IL,Commercial,Broker_6,Liability,3024.34,Open,2024-09-07 05:28:33.640940,Minor water damage,,0
C00459,P10891,CU1885,TX,Life,Broker_3,Theft,4518.95,Open,2025-07-28 05:28:33.640944,Vehicle rear-ended,,0
C00460,P10990,CU1319,IL,Homeowners,Broker_7,Flood,18236.88,Closed,2025-06-14 05:28:33.640949,Minor water damage,2025-06-30 05:28:33.640949,1
C00461,P10589,CU1493,CA,Auto,Broker_6,Fire,1984.12,Open,2024-08-26 05:28:33.640953,Total loss due to fire,,0
C00462,P10434,CU1621,TX,Homeowners,Broker_3,Liability,12829.1,Open,2024-10-10 05:28:33.640958,Theft with forced entry,,0
C00463,P10683,CU1418,CA,Commercial,Broker_4,Theft,1569.15,Open,2025-06-26 05:28:33.640961,Minor water damage,,0
C00464,P10607,CU1239,TX,Commercial,Broker_10,Theft,22583.26,Closed,2024-11-19 05:28:33.640964,Minor water damage,2025-01-17 05:28:33.640964,1
C00465,P10817,CU1200,NY,Commercial,Broker_5,Theft,5547.31,Closed,2025-07-11 05:28:33.640966,Adjuster flagged for review,2025-08-27 05:28:33.640966,1
C00466,P10372,CU1595,CA,Homeowners,Broker_9,Accident,3113.55,Open,2025-03-25 05:28:33.640969,Total loss due to fire,,0
C00467,P10272,CU1797,CA,Life,Broker_6,Theft,4751.7,Closed,2024-09-03 05:28:33.640971,Customer reported late,2024-09-22 05:28:33.640971,1
C00468,P10930,CU1586,FL,Auto,Broker_4,Liability,1590.92,Open,2024-09-11 05:28:33.640974,Theft with forced entry,,0
C00469,P10896,CU1865,CA,Homeowners,Broker_7,Flood,1602.22,Closed,2025-07-22 05:28:33.640976,Adjuster flagged for review,2025-09-05 05:28:33.640976,1
C00470,P10924,CU1863,IL,Life,Broker_2,Liability,602.68,Closed,2025-03-18 05:28:33.640978,Minor water damage,2025-04-09 05:28:33.640978,1
C00471,P10690,CU1356,TX,Auto,Broker_4,Theft,605.48,Closed,2025-04-08 05:28:33.640981,Theft with forced entry,2025-06-02 05:28:33.640981,1
C00472,P10575,CU1816,NY,Life,Broker_5,Flood,2136.04,Pending,2024-11-29 05:28:33.640983,Customer reported late,,0
C00473,P10508,CU1853,IL,Life,Broker_4,Fire,7195.43,Pending,2024-11-20 05:28:33.640987,Minor water damage,,0
C00474,P10131,CU1679,IL,Auto,Broker_4,Fire,4682.1,Open,2024-08-28 05:28:33.640990,Total loss due to fire,,0
C00475,P10854,CU1299,IL,Auto,Broker_9,Liability,541.18,Denied,2025-04-12 05:28:33.640995,Theft with forced entry,,0
C00476,P10923,CU1819,IL,Commercial,Broker_2,Flood,9560.71,Open,2024-11-04 05:28:33.640999,Adjuster flagged for review,,0
C00477,P10783,CU1343,NY,Commercial,Broker_6,Liability,4598.58,Pending,2025-05-15 05:28:33.641003,Total loss due to fire,,0
C00478,P10318,CU1123,FL,Homeowners,Broker_8,Flood,16202.49,Open,2024-11-30 05:28:33.641007,Customer reported late,,0
C00479,P10843,CU1553,CA,Life,Broker_8,Flood,5546.12,Closed,2025-01-19 05:28:33.641010,Customer reported late,2025-03-19 05:28:33.641010,1
C00480,P10948,CU1603,IL,Homeowners,Broker_7,Liability,962.92,Open,2025-05-31 05:28:33.641012,Theft with forced entry,,0
C00481,P10852,CU1382,CA,Commercial,Broker_10,Flood,3210.21,Open,2024-10-11 05:28:33.641014,Customer reported late,,0
C00482,P10620,CU1669,CA,Homeowners,Broker_4,Theft,5227.69,Closed,2024-10-07 05:28:33.641017,Vehicle rear-ended,2024-10-21 05:28:33.641017,1
C00483,P10784,CU1442,IL,Auto,Broker_7,Flood,143.36,Pending,2025-04-02 05:28:33.641019,Adjuster flagged for review,,0
C00484,P10167,CU1163,FL,Auto,Broker_10,Flood,75.11,Closed,2025-05-25 05:28:33.641022,Theft with forced entry,2025-07-09 05:28:33.641022,1
C00485,P10396,CU1072,CA,Commercial,Broker_6,Liability,692.88,Closed,2025-03-05 05:28:33.641024,Vehicle rear-ended,2025-03-26 05:28:33.641024,1
C00486,P10179,CU1553,TX,Homeowners,Broker_6,Fire,1449.52,Closed,2024-10-20 05:28:33.641027,Customer reported late,2024-11-21 05:28:33.641027,1
C00487,P10057,CU1894,CA,Homeowners,Broker_2,Accident,2806.64,Open,2024-09-29 05:28:33.641030,Theft with forced entry,,0
C00488,P10479,CU1437,IL,Commercial,Broker_8,Flood,3341.69,Open,2024-12-04 05:28:33.641032,Vehicle rear-ended,,0
C00489,P10932,CU1957,NY,Commercial,Broker_8,Accident,742.66,Open,2024-08-17 05:28:33.641034,Customer reported late,,0
C00490,P10590,CU1658,CA,Commercial,Broker_7,Flood,5594.97,Closed,2025-05-12 05:28:33.641037,Minor water damage,2025-06-11 05:28:33.641037,1
C00491,P10459,CU1868,FL,Life,Broker_9,Liability,4533.41,Open,2025-05-09 05:28:33.641040,Minor water damage,,0
C00492,P10060,CU1597,TX,Auto,Broker_8,Liability,1743.99,Open,2025-07-21 05:28:33.641043,Total loss due to fire,,0
C00493,P10368,CU1658,TX,Commercial,Broker_9,Flood,68.77,Open,2025-07-05 05:28:33.641046,Minor water damage,,0
C00494,P10120,CU1654,NY,Life,Broker_9,Liability,404.14,Open,2024-09-19 05:28:33.641048,Vehicle rear-ended,,0
C00495,P10718,CU1799,NY,Commercial,Broker_6,Liability,2485.39,Pending,2024-08-11 05:28:33.641051,Adjuster flagged for review,,0
C00496,P10545,CU1851,CA,Life,Broker_2,Flood,836.03,Open,2025-06-10 05:28:33.641053,Minor water damage,,0
C00497,P10581,CU1570,IL,Homeowners,Broker_7,Fire,2364.6,Closed,2024-07-29 05:28:33.641056,Theft with forced entry,2024-09-27 05:28:33.641056,1
C00498,P10016,CU1398,FL,Life,Broker_3,Flood,4946.76,Closed,2025-05-02 05:28:33.641058,Theft with forced entry,2025-06-24 05:28:33.641058,1
C00499,P10495,CU1504,TX,Auto,Broker_7,Fire,3961.94,Closed,2024-10-08 05:28:33.641061,Theft with forced entry,2024-10-24 05:28:33.641061,1
C00500,P10496,CU1668,NY,Auto,Broker_9,Liability,1314.47,Open,2024-11-17 05:28:33.641063,Minor water damage,,0
C00501,P10504,CU1405,FL,Life,Broker_10,Fire,2106.62,Closed,2024-12-02 05:28:33.641065,Minor water damage,2025-01-05 05:28:33.641065,1
C00502,P10531,CU1466,IL,Homeowners,Broker_10,Liability,4759.99,Open,2025-02-11 05:28:33.641068,Total loss due to fire,,0
C00503,P10968,CU1146,TX,Life,Broker_2,Fire,9861.19,Closed,2025-01-13 05:28:33.641070,Adjuster flagged for review,2025-03-10 05:28:33.641070,1
C00504,P10314,CU1934,TX,Auto,Broker_6,Fire,6996.16,Open,2024-10-15 05:28:33.641073,Adjuster flagged for review,,0
C00505,P10068,CU1953,IL,Life,Broker_6,Flood,4030.46,Closed,2025-01-19 05:28:33.641075,Customer reported late,2025-03-08 05:28:33.641075,1
C00506,P10726,CU1022,TX,Commercial,Broker_9,Fire,2249.38,Closed,2024-12-20 05:28:33.641078,Total loss due to fire,2025-01-19 05:28:33.641078,1
C00507,P10160,CU1267,IL,Auto,Broker_9,Liability,2271.06,Closed,2025-03-31 05:28:33.641080,Vehicle rear-ended,2025-05-03 05:28:33.641080,1
C00508,P10613,CU1249,TX,Homeowners,Broker_5,Flood,10577.1,Closed,2024-11-22 05:28:33.641084,Theft with forced entry,2024-11-29 05:28:33.641084,1
C00509,P10887,CU1516,CA,Commercial,Broker_5,Fire,200.17,Closed,2024-08-25 05:28:33.641088,Minor water damage,2024-09-03 05:28:33.641088,1
C00510,P10717,CU1865,IL,Commercial,Broker_9,Flood,22107.02,Denied,2024-11-23 05:28:33.641093,Customer reported late,,0
C00511,P10144,CU1096,FL,Auto,Broker_8,Accident,5458.81,Open,2025-06-06 05:28:33.641098,Customer reported late,,0
C00512,P10568,CU1362,CA,Auto,Broker_7,Flood,5714.98,Closed,2025-04-02 05:28:33.641101,Minor water damage,2025-04-30 05:28:33.641101,1
C00513,P10594,CU1557,FL,Auto,Broker_8,Accident,193.69,Closed,2025-01-23 05:28:33.641109,Total loss due to fire,2025-02-28 05:28:33.641109,1
C00514,P10992,CU1276,TX,Auto,Broker_6,Accident,4651.05,Closed,2024-11-08 05:28:33.641112,Customer reported late,2024-12-26 05:28:33.641112,1
C00515,P10384,CU1621,FL,Commercial,Broker_3,Flood,3315.79,Open,2024-11-28 05:28:33.641114,Adjuster flagged for review,,0
C00516,P10268,CU1981,CA,Auto,Broker_7,Liability,559.01,Closed,2024-12-12 05:28:33.641116,Total loss due to fire,2024-12-20 05:28:33.641116,1
C00517,P10922,CU1747,IL,Homeowners,Broker_8,Liability,1628.11,Open,2025-01-14 05:28:33.641119,Minor water damage,,0
C00518,P10453,CU1468,NY,Homeowners,Broker_8,Liability,11050.69,Open,2024-12-10 05:28:33.641121,Total loss due to fire,,0
C00519,P10698,CU1407,FL,Life,Broker_1,Theft,3992.41,Open,2025-05-11 05:28:33.641124,Adjuster flagged for review,,0
C00520,P10517,CU1583,NY,Life,Broker_7,Accident,2667.2,Open,2025-05-05 05:28:33.641126,Theft with forced entry,,0
C00521,P10864,CU1482,FL,Auto,Broker_3,Flood,377.29,Closed,2025-02-19 05:28:33.641129,Minor water damage,2025-03-17 05:28:33.641129,1
C00522,P10349,CU1209,FL,Auto,Broker_2,Liability,6260.94,Denied,2024-12-31 05:28:33.641131,Adjuster flagged for review,,0
C00523,P10109,CU1959,IL,Homeowners,Broker_2,Liability,6067.6,Open,2024-09-03 05:28:33.641133,Minor water damage,,0
C00524,P10482,CU1558,TX,Life,Broker_8,Flood,4760.15,Pending,2024-08-10 05:28:33.641136,Adjuster flagged for review,,0
C00525,P10406,CU1933,CA,Homeowners,Broker_9,Accident,3569.43,Pending,2025-06-13 05:28:33.641138,Adjuster flagged for review,,0
C00526,P10649,CU1769,CA,Auto,Broker_3,Flood,2843.9,Pending,2025-01-14 05:28:33.641141,Customer reported late,,0
C00527,P10050,CU1907,CA,Auto,Broker_3,Theft,4498.04,Denied,2025-04-04 05:28:33.641143,Customer reported late,,0
C00528,P10402,CU1786,TX,Homeowners,Broker_6,Theft,1328.92,Closed,2024-08-03 05:28:33.641145,Customer reported late,2024-08-27 05:28:33.641145,1
C00529,P10562,CU1340,NY,Auto,Broker_10,Flood,14173.09,Open,2025-05-31 05:28:33.641150,Theft with forced entry,,0
C00530,P10475,CU1342,CA,Auto,Broker_1,Accident,4443.31,Closed,2025-01-11 05:28:33.641154,Theft with forced entry,2025-02-13 05:28:33.641154,1
C00531,P10086,CU1111,NY,Life,Broker_6,Liability,1863.97,Closed,2025-06-11 05:28:33.641158,Adjuster flagged for review,2025-07-08 05:28:33.641158,1
C00532,P10067,CU1027,TX,Auto,Broker_3,Theft,2986.28,Denied,2025-02-24 05:28:33.641162,Vehicle rear-ended,,0
C00533,P10595,CU1556,TX,Life,Broker_4,Theft,8191.37,Pending,2024-09-26 05:28:33.641167,Minor water damage,,0
C00534,P10978,CU1286,IL,Homeowners,Broker_9,Accident,881.4,Closed,2024-09-07 05:28:33.641170,Customer reported late,2024-09-14 05:28:33.641170,1
C00535,P10041,CU1729,CA,Life,Broker_3,Theft,1732.46,Closed,2024-12-24 05:28:33.641172,Minor water damage,2025-01-21 05:28:33.641172,1
C00536,P10730,CU1671,IL,Homeowners,Broker_1,Theft,5689.49,Open,2024-12-22 05:28:33.641175,Adjuster flagged for review,,0
C00537,P10056,CU1707,CA,Homeowners,Broker_3,Accident,1895.25,Open,2025-02-25 05:28:33.641177,Total loss due to fire,,0
C00538,P10737,CU1678,TX,Homeowners,Broker_7,Flood,7863.16,Closed,2025-01-22 05:28:33.641179,Adjuster flagged for review,2025-02-08 05:28:33.641179,1
C00539,P10195,CU1928,TX,Life,Broker_7,Liability,698.92,Closed,2025-07-09 05:28:33.641182,Theft with forced entry,2025-08-02 05:28:33.641182,1
C00540,P10759,CU1474,FL,Auto,Broker_5,Liability,7191.86,Denied,2025-07-29 05:28:33.641184,Vehicle rear-ended,,0
C00541,P10677,CU1349,FL,Commercial,Broker_1,Theft,354.0,Closed,2024-12-15 05:28:33.641186,Total loss due to fire,2024-12-29 05:28:33.641186,1
C00542,P10061,CU1288,TX,Life,Broker_8,Liability,63.36,Pending,2025-07-14 05:28:33.641189,Minor water damage,,0
C00543,P10262,CU1363,TX,Auto,Broker_10,Flood,11424.88,Closed,2024-12-21 05:28:33.641191,Theft with forced entry,2025-01-03 05:28:33.641191,1
C00544,P10111,CU1390,NY,Commercial,Broker_8,Theft,4353.47,Denied,2024-09-24 05:28:33.641194,Customer reported late,,0
C00545,P10764,CU1805,NY,Homeowners,Broker_10,Liability,2167.99,Open,2025-06-15 05:28:33.641198,Total loss due to fire,,0
C00546,P10710,CU1072,IL,Auto,Broker_10,Fire,1323.7,Denied,2025-03-07 05:28:33.641202,Theft with forced entry,,0
C00547,P10177,CU1103,FL,Commercial,Broker_10,Fire,4797.11,Closed,2025-03-14 05:28:33.641206,Minor water damage,2025-03-27 05:28:33.641206,1
C00548,P10947,CU1081,FL,Commercial,Broker_2,Fire,3556.58,Open,2024-08-14 05:28:33.641209,Adjuster flagged for review,,0
C00549,P10025,CU1198,TX,Homeowners,Broker_10,Fire,23896.29,Open,2025-03-19 05:28:33.641214,Minor water damage,,0
C00550,P10409,CU1675,TX,Commercial,Broker_3,Fire,20436.64,Pending,2024-10-29 05:28:33.641218,Total loss due to fire,,0
C00551,P10757,CU1426,IL,Homeowners,Broker_4,Theft,5039.63,Open,2025-01-07 05:28:33.641222,Total loss due to fire,,0
C00552,P10530,CU1647,FL,Auto,Broker_1,Accident,2924.79,Closed,2025-02-22 05:28:33.641226,Adjuster flagged for review,2025-03-06 05:28:33.641226,1
C00553,P10776,CU1387,NY,Commercial,Broker_4,Accident,3377.92,Closed,2025-01-26 05:28:33.641230,Total loss due to fire,2025-02-24 05:28:33.641230,1
C00554,P10316,CU1200,CA,Auto,Broker_5,Theft,5736.06,Closed,2025-01-04 05:28:33.641233,Vehicle rear-ended,2025-02-10 05:28:33.641233,1
C00555,P10531,CU1466,IL,Homeowners,Broker_3,Theft,535.56,Denied,2024-09-22 05:28:33.641235,Customer reported late,,0
C00556,P10105,CU1703,CA,Homeowners,Broker_10,Flood,1990.1,Closed,2025-05-24 05:28:33.641238,Theft with forced entry,2025-07-02 05:28:33.641238,1
C00557,P10748,CU1558,NY,Homeowners,Broker_2,Accident,391.28,Closed,2024-08-17 05:28:33.641240,Adjuster flagged for review,2024-09-29 05:28:33.641240,1
C00558,P10817,CU1200,NY,Commercial,Broker_6,Fire,380.95,Pending,2025-03-02 05:28:33.641243,Minor water damage,,0
